Number,price,house_type,house_type_v2,house_type_2,rooms,rooms_v2,m2,m2_v2,price_m2,elevator,garage,neighborhood,district
8681,"147,900",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,66,Piso peque,"2,241",SI,NO,Pilar,Fuencarral
8682,"147,900",bajo,Sotano,exterior,2,1 - 5 rooms,55,Piso peque,"2,689",SI,NO,Pilar,Fuencarral
8683,"139,000",planta 5,Plantas intermedias,,3,1 - 5 rooms,71,Piso peque,"1,958",NO,NO,Tres Olivos - Valverde,Fuencarral
8684,"158,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,62,Piso peque,"2,548",NO,NO,Tres Olivos - Valverde,Fuencarral
8685,"697,000",planta 1,Plantas inferiores,exterior,6,6 - 10 rooms,192,Piso grande,"3,630",SI,NO,Pilar,Fuencarral
8686,"259,999",bajo,Sotano,exterior,2,1 - 5 rooms,107,Piso intermedio,"2,430",SI,NO,La Paz,Fuencarral
8687,"275,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,62,Piso peque,"4,435",SI,NO,Pilar,Fuencarral
8688,"210,000",bajo,Sotano,exterior,2,1 - 5 rooms,72,Piso peque,"2,917",NO,NO,Pilar,Fuencarral
8689,"550,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,112,Piso intermedio,"4,911",SI,SI,Mirasierra,Fuencarral
8690,"140,000",bajo,Sotano,interior,1,1 - 5 rooms,81,Piso peque,"1,728",SI,NO,Peﾃｱagrande,Fuencarral
8691,"615,000",planta 6,Plantas intermedias,exterior,2,1 - 5 rooms,144,Piso intermedio,"4,271",SI,SI,Las Tablas,Fuencarral
8692,"890,000",planta 1,Plantas inferiores,exterior,5,1 - 5 rooms,209,Piso grande,"4,258",SI,SI,Mirasierra,Fuencarral
8693,"850,000",planta 2,Plantas inferiores,exterior,5,1 - 5 rooms,281,#N/A,"3,025",SI,SI,Fuentelarreina,Fuencarral
8694,"162,500",bajo,Sotano,exterior,2,1 - 5 rooms,66,Piso peque,"2,462",NO,NO,Pilar,Fuencarral
8695,"284,000",bajo,Sotano,exterior,3,1 - 5 rooms,91,Piso peque,"3,121",SI,SI,Peﾃｱagrande,Fuencarral
8696,"587,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,142,Piso intermedio,"4,134",SI,SI,Arroyo del Fresno,Fuencarral
8697,"399,000",planta 10,Plantas altas,exterior,3,1 - 5 rooms,110,Piso intermedio,"3,627",SI,SI,Peﾃｱagrande,Fuencarral
8698,"267,400",planta 11,Plantas altas,exterior,2,1 - 5 rooms,64,Piso peque,"4,178",SI,NO,Pilar,Fuencarral
8699,"477,750",bajo,Sotano,exterior,4,1 - 5 rooms,131,Piso intermedio,"3,647",SI,NO,Peﾃｱagrande,Fuencarral
8700,"170,000",bajo,Sotano,exterior,1,1 - 5 rooms,50,Piso peque,"3,400",SI,NO,Tres Olivos - Valverde,Fuencarral
8701,"450,000",bajo,Sotano,exterior,3,1 - 5 rooms,140,Piso intermedio,"3,214",SI,NO,La Paz,Fuencarral
8702,"170,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,62,Piso peque,"2,742",NO,NO,Tres Olivos - Valverde,Fuencarral
8703,"193,000",entreplanta,Plantas inferiores,exterior,3,1 - 5 rooms,69,Piso peque,"2,797",SI,NO,Peﾃｱagrande,Fuencarral
8704,"160,000",bajo,Sotano,,2,1 - 5 rooms,40,Piso peque,"4,000",NO,NO,Pilar,Fuencarral
8705,"540,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,137,Piso intermedio,"3,942",SI,SI,Montecarmelo,Fuencarral
8706,"190,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,60,Piso peque,"3,167",SI,SI,Tres Olivos - Valverde,Fuencarral
8707,"101,000",bajo,Sotano,exterior,2,1 - 5 rooms,54,Piso peque,"1,870",SI,NO,Peﾃｱagrande,Fuencarral
8708,"190,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,98,Piso peque,"1,939",NO,NO,Tres Olivos - Valverde,Fuencarral
8709,"700,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,140,Piso intermedio,"5,000",SI,SI,Peﾃｱagrande,Fuencarral
8710,"462,000",planta 9,Plantas intermedias,exterior,4,1 - 5 rooms,146,Piso intermedio,"3,164",SI,NO,Pilar,Fuencarral
8711,"400,000",bajo,Sotano,exterior,4,1 - 5 rooms,156,Piso intermedio,"2,564",SI,NO,Pilar,Fuencarral
8712,"209,000",entreplanta,Plantas inferiores,exterior,2,1 - 5 rooms,54,Piso peque,"3,870",SI,NO,Pilar,Fuencarral
8713,"590,000",planta 5,Plantas intermedias,exterior,2,1 - 5 rooms,99,Piso peque,"5,960",SI,SI,ﾃ》ico en Las Tablas,Fuencarral
8714,"164,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,55,Piso peque,"2,982",NO,NO,Tres Olivos - Valverde,Fuencarral
8715,"950,000",chalet,Chalet,exterior,5,1 - 5 rooms,334,#N/A,"2,844",NO,SI,Chalet adosado en Peﾃｱagrande,Fuencarral
8716,"750,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,144,Piso intermedio,"5,208",SI,SI,Peﾃｱagrande,Fuencarral
8717,"150,000",bajo,Sotano,exterior,2,1 - 5 rooms,56,Piso peque,"2,679",SI,NO,Pilar,Fuencarral
8718,"239,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,68,Piso peque,"3,515",SI,NO,Pilar,Fuencarral
8719,"460,000",planta 7,Plantas intermedias,exterior,2,1 - 5 rooms,95,Piso peque,"4,842",SI,SI,ﾃ》ico en Las Tablas,Fuencarral
8720,"980,000",planta 1,Plantas inferiores,exterior,5,1 - 5 rooms,310,Piso muy grande,"3,161",SI,SI,Fuentelarreina,Fuencarral
8721,"1,500,000",planta 7,Plantas intermedias,exterior,5,1 - 5 rooms,468,#N/A,"3,205",SI,SI,Mirasierra,Fuencarral
8722,"126,000",bajo,Sotano,exterior,2,1 - 5 rooms,48,Piso peque,"2,625",NO,NO,Tres Olivos - Valverde,Fuencarral
8723,"450,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,130,Piso intermedio,"3,462",SI,SI,Las Tablas,Fuencarral
8724,"585,000",planta 6,Plantas intermedias,exterior,4,1 - 5 rooms,162,Piso intermedio,"3,611",SI,SI,Las Tablas,Fuencarral
8725,"600,000",planta 6,Plantas intermedias,exterior,3,1 - 5 rooms,165,Piso intermedio,"3,636",SI,SI,Las Tablas,Fuencarral
8726,"865,000",bajo,Sotano,exterior,3,1 - 5 rooms,207,Piso grande,"4,179",SI,SI,Peﾃｱagrande,Fuencarral
8727,"126,000",bajo,Sotano,exterior,2,1 - 5 rooms,48,Piso peque,"2,625",SI,NO,Tres Olivos - Valverde,Fuencarral
8728,"127,420",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,60,Piso peque,"2,124",NO,NO,Tres Olivos - Valverde,Fuencarral
8729,"270,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,183,Piso grande,"1,475",NO,NO,Peﾃｱagrande,Fuencarral
8730,"479,000",planta 10,Plantas altas,exterior,4,1 - 5 rooms,125,Piso intermedio,"3,832",SI,NO,Peﾃｱagrande,Fuencarral
8731,"126,000",bajo,Sotano,exterior,2,1 - 5 rooms,48,Piso peque,"2,625",NO,NO,Tres Olivos - Valverde,Fuencarral
8732,"450,000",entreplanta,Plantas inferiores,exterior,3,1 - 5 rooms,140,Piso intermedio,"3,214",SI,NO,La Paz,Fuencarral
8733,"1,600,000",chalet,Chalet,exterior,11,+10 rooms,579,#N/A,"2,763",NO,SI,Chalet en Mirasierra,Fuencarral
8734,"147,900",bajo,Sotano,exterior,1,1 - 5 rooms,66,Piso peque,"2,241",SI,NO,Pilar,Fuencarral
8735,"195,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,54,Piso peque,"3,611",SI,NO,Pilar,Fuencarral
8736,"475,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,135,Piso intermedio,"3,519",SI,SI,La Paz,Fuencarral
8737,"600,000",planta 8,Plantas intermedias,exterior,3,1 - 5 rooms,120,Piso intermedio,"5,000",SI,NO,La Paz,Fuencarral
8738,"199,500",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,39,Piso peque,"5,115",SI,NO,Pilar,Fuencarral
8739,"560,000",planta 1,Plantas inferiores,interior,3,1 - 5 rooms,115,Piso intermedio,"4,870",SI,SI,Arroyo del Fresno,Fuencarral
8740,"795,000",planta 8,Plantas intermedias,exterior,4,1 - 5 rooms,165,Piso intermedio,"4,818",SI,SI,La Paz,Fuencarral
8741,"765,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,200,Piso grande,"3,825",SI,SI,Las Tablas,Fuencarral
8742,"369,000",planta 10,Plantas altas,exterior,3,1 - 5 rooms,90,Piso peque,"4,100",SI,NO,Peﾃｱagrande,Fuencarral
8743,"795,000",planta 3,Plantas inferiores,exterior,5,1 - 5 rooms,280,Piso muy grande,"2,839",SI,SI,Peﾃｱagrande,Fuencarral
8744,"610,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,160,Piso intermedio,"3,813",SI,NO,La Paz,Fuencarral
8745,"880,300",planta 1,Plantas inferiores,exterior,5,1 - 5 rooms,180,Piso grande,"4,891",NO,NO,Peﾃｱagrande,Fuencarral
8746,"116,000",bajo,Sotano,exterior,1,1 - 5 rooms,33,Piso peque,"3,515",SI,NO,Tres Olivos - Valverde,Fuencarral
8747,"163,900",bajo,Sotano,,2,1 - 5 rooms,47,Piso peque,"3,487",NO,NO,Peﾃｱagrande,Fuencarral
8748,"289,000",planta 9,Plantas intermedias,exterior,3,1 - 5 rooms,80,Piso peque,"3,613",SI,NO,Peﾃｱagrande,Fuencarral
8749,"530,000",planta 5,Plantas intermedias,interior,3,1 - 5 rooms,107,Piso intermedio,"4,953",SI,SI,Las Tablas,Fuencarral
8750,"149,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,62,Piso peque,"2,403",NO,NO,Tres Olivos - Valverde,Fuencarral
8751,"500,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,125,Piso intermedio,"4,000",SI,SI,Las Tablas,Fuencarral
8752,"500,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,125,Piso intermedio,"4,000",SI,SI,Las Tablas,Fuencarral
8753,"230,000",planta 11,Plantas altas,exterior,2,1 - 5 rooms,70,Piso peque,"3,286",SI,NO,Pilar,Fuencarral
8754,"117,000",bajo,Sotano,exterior,1,1 - 5 rooms,35,Piso peque,"3,343",NO,NO,Pilar,Fuencarral
8755,"625,000",planta 6,Plantas intermedias,exterior,2,1 - 5 rooms,149,Piso intermedio,"4,195",SI,NO,Las Tablas,Fuencarral
8756,"255,000",planta 1,Plantas inferiores,,2,1 - 5 rooms,59,Piso peque,"4,322",SI,NO,Pilar,Fuencarral
8757,"189,000",bajo,Sotano,exterior,2,1 - 5 rooms,57,Piso peque,"3,316",NO,NO,Pilar,Fuencarral
8758,"430,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,102,Piso intermedio,"4,216",NO,SI,Fuentelarreina,Fuencarral
8759,"205,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,58,Piso peque,"3,534",NO,NO,Tres Olivos - Valverde,Fuencarral
8760,"650,000",planta 8,Plantas intermedias,exterior,4,1 - 5 rooms,144,Piso intermedio,"4,514",SI,SI,La Paz,Fuencarral
8761,"114,000",bajo,Sotano,exterior,1,1 - 5 rooms,35,Piso peque,"3,257",SI,NO,Tres Olivos - Valverde,Fuencarral
8762,"265,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,95,Piso peque,"2,789",SI,NO,Pilar,Fuencarral
8763,"890,000",planta 1,Plantas inferiores,exterior,5,1 - 5 rooms,200,Piso grande,"4,450",SI,SI,Mirasierra,Fuencarral
8764,"299,999",planta 14,Plantas altas,exterior,2,1 - 5 rooms,84,Piso peque,"3,571",SI,NO,Tres Olivos - Valverde,Fuencarral
8765,"621,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,129,Piso intermedio,"4,814",SI,SI,Las Tablas,Fuencarral
8766,"200,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,55,Piso peque,"3,636",SI,NO,Pilar,Fuencarral
8767,"565,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,125,Piso intermedio,"4,520",SI,SI,Arroyo del Fresno,Fuencarral
8768,"156,000",bajo,Sotano,exterior,2,1 - 5 rooms,55,Piso peque,"2,836",NO,NO,Peﾃｱagrande,Fuencarral
8769,"267,400",planta 11,Plantas altas,exterior,2,1 - 5 rooms,64,Piso peque,"4,178",SI,NO,Pilar,Fuencarral
8770,"75,000",planta 11,Plantas altas,exterior,4,1 - 5 rooms,138,Piso intermedio,543,SI,SI,Pilar,Fuencarral
8771,"147,900",bajo,Sotano,exterior,2,1 - 5 rooms,66,Piso peque,"2,241",SI,NO,Pilar,Fuencarral
8772,"90,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,60,Piso peque,"1,500",NO,NO,Tres Olivos - Valverde,Fuencarral
8773,"127,420",planta 5,Plantas intermedias,,3,1 - 5 rooms,60,Piso peque,"2,124",NO,NO,Tres Olivos - Valverde,Fuencarral
8774,"435,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,130,Piso intermedio,"3,346",SI,SI,Pilar,Fuencarral
8775,"228,000",planta 8,Plantas intermedias,exterior,2,1 - 5 rooms,66,Piso peque,"3,455",SI,NO,Pilar,Fuencarral
8776,"2,275,000",chalet,Chalet,exterior,6,6 - 10 rooms,705,#N/A,"3,227",NO,SI,Chalet pareado en Mirasierra,Fuencarral
8777,"1,560,000",chalet,Chalet,exterior,5,1 - 5 rooms,392,#N/A,"3,980",NO,SI,Chalet pareado en Mirasierra,Fuencarral
8778,"530,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,150,Piso intermedio,"3,533",SI,SI,Las Tablas,Fuencarral
8779,"589,000",planta 5,Plantas intermedias,exterior,4,1 - 5 rooms,150,Piso intermedio,"3,927",SI,SI,Las Tablas,Fuencarral
8780,"450,000",planta 6,Plantas intermedias,exterior,3,1 - 5 rooms,119,Piso intermedio,"3,782",SI,SI,Las Tablas,Fuencarral
8781,"2,750,000",chalet,Chalet,exterior,7,6 - 10 rooms,1,#N/A,"2,750,000",NO,SI,Chalet en Fuentelarreina,Fuencarral
8782,"180,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,54,Piso peque,"3,333",NO,NO,Tres Olivos - Valverde,Fuencarral
8783,"305,000",bajo,Sotano,exterior,4,1 - 5 rooms,155,Piso intermedio,"1,968",NO,NO,Peﾃｱagrande,Fuencarral
8784,"435,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,75,Piso peque,"5,800",SI,SI,Montecarmelo,Fuencarral
8785,"475,000",planta 6,Plantas intermedias,exterior,2,1 - 5 rooms,94,Piso peque,"5,053",SI,SI,Pilar,Fuencarral
8786,"185,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,47,Piso peque,"3,936",SI,NO,Tres Olivos - Valverde,Fuencarral
8787,"890,000",planta 6,Plantas intermedias,exterior,4,1 - 5 rooms,260,Piso muy grande,"3,423",SI,SI,La Paz,Fuencarral
8788,"650,000",planta 4,Plantas inferiores,interior,3,1 - 5 rooms,102,Piso intermedio,"6,373",SI,SI,Las Tablas,Fuencarral
8789,"126,000",bajo,Sotano,interior,2,1 - 5 rooms,48,Piso peque,"2,625",NO,NO,Tres Olivos - Valverde,Fuencarral
8790,"210,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,52,Piso peque,"4,038",SI,NO,Pilar,Fuencarral
8791,"470,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,98,Piso peque,"4,796",SI,SI,Arroyo del Fresno,Fuencarral
8792,"495,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,125,Piso intermedio,"3,960",SI,SI,Las Tablas,Fuencarral
8793,"126,000",bajo,Sotano,,2,1 - 5 rooms,48,Piso peque,"2,625",NO,NO,Tres Olivos - Valverde,Fuencarral
8794,"325,000",planta 11,Plantas altas,exterior,1,1 - 5 rooms,55,Piso peque,"5,909",SI,SI,Peﾃｱagrande,Fuencarral
8795,"348,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,84,Piso peque,"4,143",SI,NO,La Paz,Fuencarral
8796,"390,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,190,Piso grande,"2,053",SI,SI,Pilar,Fuencarral
8797,"195,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,77,Piso peque,"2,532",NO,NO,Tres Olivos - Valverde,Fuencarral
8798,"1,264,100",planta 2,Plantas inferiores,exterior,7,6 - 10 rooms,394,#N/A,"3,208",SI,NO,Peﾃｱagrande,Fuencarral
8799,"290,000",planta 7,Plantas intermedias,exterior,3,1 - 5 rooms,70,Piso peque,"4,143",SI,NO,Pilar,Fuencarral
8800,"258,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,77,Piso peque,"3,351",SI,NO,Peﾃｱagrande,Fuencarral
8801,"1,250,000",chalet,Chalet,exterior,3,1 - 5 rooms,571,Piso muy grande,"2,189",NO,NO,Tres Olivos - Valverde,Fuencarral
8802,"200,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,100,Piso peque,"2,000",SI,SI,Pilar,Fuencarral
8803,"310,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,84,Piso peque,"3,690",SI,SI,Peﾃｱagrande,Fuencarral
8804,"400,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,130,Piso intermedio,"3,077",SI,NO,Pilar,Fuencarral
8805,"195,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,60,Piso peque,"3,250",NO,NO,Tres Olivos - Valverde,Fuencarral
8806,"392,000",planta 9,Plantas intermedias,exterior,4,1 - 5 rooms,120,Piso intermedio,"3,267",SI,SI,Peﾃｱagrande,Fuencarral
8807,"350,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,60,Piso peque,"5,833",SI,SI,Montecarmelo,Fuencarral
8808,"137,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,98,Piso peque,"1,398",NO,NO,Tres Olivos - Valverde,Fuencarral
8809,"119,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,59,Piso peque,"2,017",NO,NO,Tres Olivos - Valverde,Fuencarral
8810,"215,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,50,Piso peque,"4,300",SI,NO,Pilar,Fuencarral
8811,"145,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,63,Piso peque,"2,302",NO,NO,Peﾃｱagrande,Fuencarral
8812,"460,000",planta 5,Plantas intermedias,exterior,2,1 - 5 rooms,114,Piso intermedio,"4,035",SI,SI,Las Tablas,Fuencarral
8813,"137,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,43,Piso peque,"3,186",NO,NO,Tres Olivos - Valverde,Fuencarral
8814,"499,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,125,Piso intermedio,"3,992",SI,SI,Las Tablas,Fuencarral
8815,"210,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,53,Piso peque,"3,962",SI,NO,Pilar,Fuencarral
8816,"160,000",bajo,Sotano,exterior,2,1 - 5 rooms,60,Piso peque,"2,667",NO,NO,La Paz,Fuencarral
8817,"1,400,000",chalet,Chalet,exterior,6,6 - 10 rooms,450,Piso muy grande,"3,111",NO,SI,Chalet pareado en Peﾃｱagrande,Fuencarral
8818,"185,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,66,Piso peque,"2,803",SI,NO,Peﾃｱagrande,Fuencarral
8819,"730,000",planta 6,Plantas intermedias,exterior,3,1 - 5 rooms,140,Piso intermedio,"5,214",SI,NO,Las Tablas,Fuencarral
8820,"595,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,110,Piso intermedio,"5,409",SI,SI,La Paz,Fuencarral
8821,"920,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,190,Piso grande,"4,842",SI,SI,Dﾃｺplex en Arroyo del Fresno,Fuencarral
8822,"1,050,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,170,Piso intermedio,"6,176",SI,SI,Dﾃｺplex en Arroyo del Fresno,Fuencarral
8823,"105,000",bajo,Sotano,exterior,2,1 - 5 rooms,71,Piso peque,"1,479",NO,NO,Peﾃｱagrande,Fuencarral
8824,"580,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,104,Piso intermedio,"5,577",SI,SI,Montecarmelo,Fuencarral
8825,"350,000",bajo,Sotano,exterior,3,1 - 5 rooms,122,Piso intermedio,"2,869",SI,SI,La Paz,Fuencarral
8826,"675,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,174,Piso grande,"3,879",SI,SI,Las Tablas,Fuencarral
8827,"347,000",planta 4,Plantas inferiores,exterior,1,1 - 5 rooms,50,Piso peque,"6,940",SI,SI,Montecarmelo,Fuencarral
8828,"475,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,119,Piso intermedio,"3,992",SI,SI,Las Tablas,Fuencarral
8829,"2,750,000",chalet,Chalet,exterior,6,6 - 10 rooms,720,#N/A,"3,819",NO,SI,Conde Orgaz-Piovera,Hortaleza
8830,"3,280,000",casa,Casa,exterior,7,6 - 10 rooms,847,#N/A,"3,872",NO,SI,Casa o chalet independiente en Conde Orgaz-Piovera,Hortaleza
8831,"1,690,000",chalet,Chalet,exterior,5,1 - 5 rooms,482,#N/A,"3,506",NO,SI,Chalet adosado en Conde Orgaz-Piovera,Hortaleza
8832,"4,500,000",chalet,Chalet,exterior,8,6 - 10 rooms,798,#N/A,"5,639",NO,SI,Conde Orgaz-Piovera,Hortaleza
8833,"850,000",bajo,Sotano,exterior,3,1 - 5 rooms,301,#N/A,"2,824",SI,SI,Palomas,Hortaleza
8834,"935,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,226,#N/A,"4,137",SI,SI,Palomas,Hortaleza
8835,"2,150,000",planta 1,Plantas inferiores,exterior,5,1 - 5 rooms,407,#N/A,"5,283",SI,SI,Conde Orgaz-Piovera,Hortaleza
8836,"540,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,123,Piso intermedio,"4,390",SI,SI,Conde Orgaz-Piovera,Hortaleza
8837,"1,790,000",planta 4,Plantas inferiores,exterior,5,1 - 5 rooms,344,Piso muy grande,"5,203",SI,SI,ﾃ》ico en Conde Orgaz-Piovera,Hortaleza
8838,"795,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,165,Piso intermedio,"4,818",SI,SI,Conde Orgaz-Piovera,Hortaleza
8839,"2,750,000",chalet,Chalet,exterior,6,6 - 10 rooms,1.021,#N/A,"2,693,438",NO,SI,Casa o chalet independiente en Conde Orgaz-Piovera,Hortaleza
8840,"1,400,000",chalet,Chalet,exterior,5,1 - 5 rooms,349,Piso muy grande,"4,011",NO,SI,Chalet pareado en Apﾃｳstol Santiago,Hortaleza
8841,"1,740,000",planta 3,Plantas inferiores,exterior,5,1 - 5 rooms,350,#N/A,"4,971",SI,SI,Conde Orgaz-Piovera,Hortaleza
8842,"1,300,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,215,Piso grande,"6,047",SI,SI,Conde Orgaz-Piovera,Hortaleza
8843,"540,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,123,Piso intermedio,"4,390",SI,SI,Conde Orgaz-Piovera,Hortaleza
8844,"990,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,201,Piso grande,"4,925",SI,SI,Conde Orgaz-Piovera,Hortaleza
8845,"4,500,000",chalet,Chalet,exterior,8,6 - 10 rooms,865,#N/A,"5,202",NO,SI,Casa o chalet independiente en Conde Orgaz-Piovera,Hortaleza
8846,"305,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,68,Piso peque,"4,485",SI,SI,Canillas,Hortaleza
8847,"2,750,000",chalet,Chalet,exterior,6,6 - 10 rooms,1.021,#N/A,"2,693,438",NO,SI,Conde Orgaz-Piovera,Hortaleza
8848,"795,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,165,Piso intermedio,"4,818",SI,SI,Conde Orgaz-Piovera,Hortaleza
8849,"3,100,000",chalet,Chalet,exterior,5,1 - 5 rooms,720,#N/A,"4,306",NO,SI,Chalet pareado en Conde Orgaz-Piovera,Hortaleza
8850,"580,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,144,Piso intermedio,"4,028",SI,SI,Sanchinarro,Hortaleza
8851,"5,500,000",chalet,Chalet,exterior,5,1 - 5 rooms,1.35,#N/A,"4,074,074",NO,SI,Conde Orgaz-Piovera,Hortaleza
8852,"925,000",chalet,Chalet,exterior,5,1 - 5 rooms,295,#N/A,"3,136",NO,SI,Chalet pareado en Canillas,Hortaleza
8853,"680,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,126,Piso intermedio,"5,397",SI,SI,Valdebebas - Valdefuentes,Hortaleza
8854,"510,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,115,Piso intermedio,"4,435",SI,SI,Sanchinarro,Hortaleza
8855,"3,100,000",chalet,Chalet,exterior,6,6 - 10 rooms,750,Piso muy grande,"4,133",NO,SI,Chalet pareado en Conde Orgaz-Piovera,Hortaleza
8856,"995,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,209,Piso grande,"4,761",SI,SI,Conde Orgaz-Piovera,Hortaleza
8857,"1,050,000",planta 1,Plantas inferiores,exterior,6,6 - 10 rooms,250,Piso grande,"4,200",SI,SI,Canillas,Hortaleza
8858,"566,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,130,Piso intermedio,"4,354",SI,SI,Valdebebas - Valdefuentes,Hortaleza
8859,"459,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,143,Piso intermedio,"3,210",SI,SI,Pinar del Rey,Hortaleza
8860,"588,900",planta 6,Plantas intermedias,exterior,3,1 - 5 rooms,122,Piso intermedio,"4,827",SI,SI,Valdebebas - Valdefuentes,Hortaleza
8861,"525,250",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,104,Piso intermedio,"5,050",SI,SI,Valdebebas - Valdefuentes,Hortaleza
8862,"515,750",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,104,Piso intermedio,"4,959",SI,SI,Valdebebas - Valdefuentes,Hortaleza
8863,"390,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,74,Piso peque,"5,270",SI,SI,Sanchinarro,Hortaleza
8864,"325,000",bajo,Sotano,exterior,4,1 - 5 rooms,125,Piso intermedio,"2,600",SI,NO,Pinar del Rey,Hortaleza
8865,"572,000",planta 10,Plantas altas,exterior,2,1 - 5 rooms,130,Piso intermedio,"4,400",SI,SI,Valdebebas - Valdefuentes,Hortaleza
8866,"2,750,000",chalet,Chalet,exterior,5,1 - 5 rooms,763,#N/A,"3,604",NO,SI,Casa o chalet independiente en Conde Orgaz-Piovera,Hortaleza
8867,"795,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,165,Piso intermedio,"4,818",SI,SI,Conde Orgaz-Piovera,Hortaleza
8868,"436,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,100,Piso peque,"4,360",SI,SI,Sanchinarro,Hortaleza
8869,"1,990,000",chalet,Chalet,exterior,5,1 - 5 rooms,360,#N/A,"5,528",NO,SI,Chalet adosado en Conde Orgaz-Piovera,Hortaleza
